ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,cited_by,dblp_key
000443,article,,Journal of Management Information Systems,Information Technology and Internal Firm Organization - An Exploratory Analysis,1997,14,2,,http://www.jmis-web.org/articles/425,"Hitt, Lorin M. and Brynjolfsson, Erik",,,https://dblp.org/rec/journals/jmis/HittB97
000444,article,,Journal of Management Information Systems,Performance Evaluation of Neural Network Decision Models,1997,14,2,,http://www.jmis-web.org/articles/463,"Jain, Bharat A. and Nag, Barin N.",,,https://dblp.org/rec/journals/jmis/JainN97
000445,article,,Journal of Management Information Systems,The Effects of Group Decision Support Systems and Task Structures on Group Communication and Decision Quality,1997,13,4,,http://www.jmis-web.org/articles/579,"Lam, Simon S. K.",,,https://dblp.org/rec/journals/jmis/Lam97
000446,article,,Journal of Management Information Systems,Market Process Reengineering through Electronic Market Systems - Opportunities and Challenges,1997,13,3,,http://www.jmis-web.org/articles/427,"Lee, Ho Geun and Clark, Theodore H.",,,https://dblp.org/rec/journals/jmis/LeeC97
000447,article,,Journal of Management Information Systems,A Machine-Learning Approach to Automated Negotiation and Prospects for Electronic Commerce,1997,13,3,,http://www.jmis-web.org/articles/741,"Oliver, Jim R.",,,https://dblp.org/rec/journals/jmis/Oliver97
000448,article,,Journal of Management Information Systems,Next-Generation Securities Market Systems - An Experimental Investigation of Quote-Driven and Order- Driven Trading,1997,14,2,,http://www.jmis-web.org/articles/862,"Schwartz, Robert A. and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/SchwartzW97
000449,article,,Journal of Management Information Systems,Competing in Information-Intensive Services - Analyzing the Impact of Task Consolidation and Employee Empowerment,1997,14,2,,http://www.jmis-web.org/articles/864,"Seidmann, Abraham and Sundararajan, Arun",,,https://dblp.org/rec/journals/jmis/SeidmannS97
000450,article,,Journal of Management Information Systems,Exploring the Difficulties of Learning Object-Oriented Techniques,1997,14,2,,http://www.jmis-web.org/articles/872,"Sheetz, Steven D. and Irwin, Gretchen and Tegarden, David P. and Nelson, H. James and Monarchi, David E.",,,https://dblp.org/rec/journals/jmis/SheetzITNM97
000451,article,,Journal of Management Information Systems,A Hypermedia-Based Design Image Database System Using a Perceptional Link Method,1997,13,3,,http://www.jmis-web.org/articles/878,"Shibata, Yoshitaka and Fukuda, Manabu and Katsumoto, Michiaki",,,https://dblp.org/rec/journals/jmis/ShibataFK97
000452,article,,Journal of Management Information Systems,Efficient Selection of Suppliers over the Internet,1997,13,4,,http://www.jmis-web.org/articles/73,"Barua, Anitesh and Ravindran, Suryanarayanan and Whinston, Andrew B.",,,https://dblp.org/rec/journals/jmis/BaruaRW97
000453,article,,Journal of Management Information Systems,A Method for Easing Normalization of User Views,1997,14,1,,http://www.jmis-web.org/articles/76,"Batra, Dinesh",,,https://dblp.org/rec/journals/jmis/Batra97
000454,article,,Journal of Management Information Systems,The Impact of IOS-Enabled Business Process Change on Business Outcomes - Transformation of the Value Chain of Japan Airlines,1997,14,1,,http://www.jmis-web.org/articles/160,"Bjørn-Andersen, Niels and Chatfield, Akemi Takeoka",,,https://dblp.org/rec/journals/jmis/Bjorn-AndersenC97
000455,article,,Journal of Management Information Systems,To Purchase or to Pirate Software - An Empirical Study,1997,13,4,,http://www.jmis-web.org/articles/180,"Cheng, Hsing Kenneth and Sims, Ronald R. and Teegen, Hildy",,,https://dblp.org/rec/journals/jmis/ChengST97
000456,article,,Journal of Management Information Systems,Preventive and Deterrent Controls for Software Piracy,1997,13,4,,http://www.jmis-web.org/articles/370,"Gopal, Ram D. and Sanders, G. Lawrence",,,https://dblp.org/rec/journals/jmis/GopalS97
000457,article,,Journal of Management Information Systems,Balance in Business Reengineering - An Empirical Study of Fit and Performance,1997,14,1,,http://www.jmis-web.org/articles/448,"Huizing, Ard and Koster, Esther and Bouman, Wim",,,https://dblp.org/rec/journals/jmis/HuizingKB97
000458,article,,Journal of Management Information Systems,Reengineering Effectiveness and the Redesign of Organizational Control - A Case Study of the Inland Revenue Authority of Singapore,1997,14,1,,http://www.jmis-web.org/articles/879,"Kien, Sia Siew and Neo, Boon-Siong",,,https://dblp.org/rec/journals/jmis/KienN97
000459,article,,Journal of Management Information Systems,A Framework for Addressing Group Judgment Biases with Group Technology,1997,13,3,,http://www.jmis-web.org/articles/577,"Lim, Lai-Huat and Benbasat, Izak",,,https://dblp.org/rec/journals/jmis/LimB97
000460,article,,Journal of Management Information Systems,Organizational Transformation Using Electronic Data Interchange - The Case of TradeNet in Singapore,1997,13,4,,http://www.jmis-web.org/articles/429,"Teo, Hock-Hai and Tan, Bernard C. Y.",,,https://dblp.org/rec/journals/jmis/TeoT97
000461,article,,Journal of Management Information Systems,Editorial Introduction,1997,14,1,,http://www.jmis-web.org/articles/1115,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass97
000462,article,,Journal of Management Information Systems,Editorial Introduction,1997,14,2,,http://www.jmis-web.org/articles/1114,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass97a
000463,article,,Journal of Management Information Systems,Editorial Introduction,1997,13,4,,http://www.jmis-web.org/articles/1116,"Zwass, Vladimir",,,https://dblp.org/rec/journals/jmis/Zwass97b
000464,article,,Journal of Management Information Systems,Information Exchange and Use in GSS and Verbal Group Decision Making - Effects of Minority Influence,1998,14,3,,http://www.jmis-web.org/articles/278,"Dennis, Alan R. and Hilmer, Kelly McNamara and Taylor, Nolan J.",,,https://dblp.org/rec/journals/jmis/DennisHT98
000465,article,,Journal of Management Information Systems,"Information Is What You Make of It - The Influence of Group History and Computer Support on Information Sharing, Decision Quality, and Member Perceptions",1998,15,2,,http://www.jmis-web.org/articles/687,"Mennecke, Brian E. and Valacich, Joseph S.",,,https://dblp.org/rec/journals/jmis/MenneckeV98
000466,article,,Journal of Management Information Systems,"The Design, Development, and Validation of a Knowledge-Based Organizational Learning Support System",1998,15,2,,http://www.jmis-web.org/articles/423,"Hine, Michael J. and Goul, Michael",,,https://dblp.org/rec/journals/jmis/HineG98
000467,article,,Journal of Management Information Systems,The Design and Validation of a Hybrid Information System for the Auditor's Going Concern Decision,1998,14,4,,http://www.jmis-web.org/articles/609,"Lenard, Mary Jane and Madey, Gregory R. and Alam, Pervaiz",,,https://dblp.org/rec/journals/jmis/LenardMA98
000468,article,,Journal of Management Information Systems,A Theoretically Grounded Approach to Assist Memory Recall During Information Requirements Determination,1998,15,1,,http://www.jmis-web.org/articles/704,"Moody, Janette and Blanton, J. Ellis and Cheney, Paul H.",,,https://dblp.org/rec/journals/jmis/MoodyBC98
000469,article,,Journal of Management Information Systems,Project Memory - Information Management for Project Teams,1998,14,4,,http://www.jmis-web.org/articles/1021,"Weiser, Mark and Morrison, Joline",,,https://dblp.org/rec/journals/jmis/WeiserM98
000470,article,,Journal of Management Information Systems,Special Section - Strategic Information Systems,1998,15,2,,http://www.jmis-web.org/articles/234,"Clemons, Eric K. and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/ClemonsW98
000471,article,,Journal of Management Information Systems,Emerging Electronic Partnerships - Antecedents and Dimensions of EDI Use from the Supplier's Perspective,1998,14,4,,http://www.jmis-web.org/articles/409,"Hart, Paul J. and Saunders, Carol Stoak",,,https://dblp.org/rec/journals/jmis/HartS98
000472,article,,Journal of Management Information Systems,Special Section - Managing Virtual Workplaces and Teleworking with Information Technology,1998,14,4,,http://www.jmis-web.org/articles/450,"Igbaria, Magid",,,https://dblp.org/rec/journals/jmis/Igbaria98
000473,article,,Journal of Management Information Systems,A Facilitator's General Model for Managing Socioemotional Issues in Group Support Systems Meeting Environments,1998,14,3,,http://www.jmis-web.org/articles/533,"Kelly, Gigi G. and Bostrom, Robert P.",,,https://dblp.org/rec/journals/jmis/KellyB98
000474,article,,Journal of Management Information Systems,The Impact of Socialization on the Role Adjustment of Information Systems Professionals,1998,14,4,,http://www.jmis-web.org/articles/541,"King, Ruth C. and Sethi, Vikram",,,https://dblp.org/rec/journals/jmis/KingS98
000475,article,,Journal of Management Information Systems,Effects of Four Modes of Group Communication on the Outcomes of Software Requirements Determination,1998,15,1,,http://www.jmis-web.org/articles/737,"Ocker, Rosalie J. and Fjermestad, Jerry and Hiltz, Starr Roxanne and Johnson, Kenneth",,,https://dblp.org/rec/journals/jmis/OckerFHJ98
000476,article,,Journal of Management Information Systems,Information Systems Outsourcing - A Study of Pre-Event Firm Characteristics,1998,15,2,,http://www.jmis-web.org/articles/888,"Smith, Michael Alan and Mitra, Sabyasachi and Narasimhan, Sridhar",,,https://dblp.org/rec/journals/jmis/SmithMN98
000477,article,,Journal of Management Information Systems,The Effects of Time Pressure and Completeness of Information on Decision Making,1998,15,2,,http://www.jmis-web.org/articles/13,"Ahituv, Niv and Igbaria, Magid and Sella, Aviem",,,https://dblp.org/rec/journals/jmis/AhituvIS98
000478,article,,Journal of Management Information Systems,1001 Unanswered Research Questions in GSS,1998,14,3,,http://www.jmis-web.org/articles/126,"Briggs, Robert O. and Nunamaker Jr., Jay F. and Sprague Jr., Ralph H.",,,https://dblp.org/rec/journals/jmis/BriggsNS98
000479,article,,Journal of Management Information Systems,Restructuring Institutional Block Trading - An Overview of the OptiMark System,1998,15,2,,http://www.jmis-web.org/articles/235,"Clemons, Eric K. and Weber, Bruce W.",,,https://dblp.org/rec/journals/jmis/ClemonsW98a
000480,article,,Journal of Management Information Systems,Enabling the Effective Involvement of Multiple Users - Methods and Tools for Collaborative Software Engineering,1998,14,3,,http://www.jmis-web.org/articles/264,"Dean, Douglas L. and Lee, James D. and Pendergast, Mark and Hickey, Ann M. and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/DeanLPHN98
000481,article,,Journal of Management Information Systems,Determinants of Information Center Success,1998,15,2,,http://www.jmis-web.org/articles/325,"Essex, Patricia A. and Magal, Simha R. and Masteller, Douglas E.",,,https://dblp.org/rec/journals/jmis/EssexMM98
000482,article,,Journal of Management Information Systems,Supporting Inspections with an Electronic Meeting System,1998,14,3,,http://www.jmis-web.org/articles/976,"van Genuchten, Michiel and Cornelissen, Wieger and van Dijk, Cor",,,https://dblp.org/rec/journals/jmis/GenuchtenCD98
000483,article,,Journal of Management Information Systems,Is Anybody Out There? Antecedents of Trust in Global Virtual Teams,1998,14,4,,http://www.jmis-web.org/articles/472,"Jarvenpaa, Sirkka L. and Knoll, Kathleen and Leidner, Dorothy E.",,,https://dblp.org/rec/journals/jmis/JarvenpaaKL98
000484,article,,Journal of Management Information Systems,Understanding Organizational Dynamics of IT-Enabled Change - A Multimedia Simulation Approach,1998,14,3,,http://www.jmis-web.org/articles/663,"Manzoni, Jean-François and Angehrn, Albert A.",,,https://dblp.org/rec/journals/jmis/ManzoniA98
000485,article,,Journal of Management Information Systems,Culturally Induced Information Impactedness - A Prescription for Failure in Software Ventures,1998,15,2,,http://www.jmis-web.org/articles/676,"Matheson, Lesley R. and Tarjan, Robert Endre",,,https://dblp.org/rec/journals/jmis/MathesonT98
000486,article,,Journal of Management Information Systems,A Model Management Approach to Business Process Reengineering,1998,15,1,,http://www.jmis-web.org/articles/745,"Orman, Levent V.",,,https://dblp.org/rec/journals/jmis/Orman98
000487,article,,Journal of Management Information Systems,"Anonymity in Group Support Systems Research - A New Conceptualization, Measure, and Contingency Framework",1998,14,3,,http://www.jmis-web.org/articles/773,"Pinsonneault, Alain and Heppel, Nelson",,,https://dblp.org/rec/journals/jmis/PinsonneaultH98
000488,article,,Journal of Management Information Systems,The Formal and Systematic Specification of Market Structures and Trading Services,1998,15,2,,http://www.jmis-web.org/articles/817,"Reck, Martin",,,https://dblp.org/rec/journals/jmis/Reck98
000489,article,,Journal of Management Information Systems,Flaming in the Electronic Classroom,1998,14,3,,http://www.jmis-web.org/articles/822,"Reinig, Bruce A. and Briggs, Robert O. and Nunamaker Jr., Jay F.",,,https://dblp.org/rec/journals/jmis/ReinigBN98
000490,article,,Journal of Management Information Systems,User Interface Consistency Across End-User Applications - The Effects on Mental Models,1998,14,4,,http://www.jmis-web.org/articles/856,"Satzinger, John W. and Olfman, Lorne",,,https://dblp.org/rec/journals/jmis/SatzingerO98
000491,article,,Journal of Management Information Systems,Differences Between Novice and Expert Systems Analysts - What Do We Know and What Do We Do?,1998,15,1,,http://www.jmis-web.org/articles/860,"Schenk, Karen D. and Vitalari, Nicholas P. and Davis, K. Shannon",,,https://dblp.org/rec/journals/jmis/SchenkVD98
