ID,ENTRYTYPE,doi,journal,title,year,volume,number,pages,url,author,language,dblp_key,metadata_source
000128,article,10.1057/PALGRAVE.EJIS.3000461,European Journal of Information Systems,Structure and analysis of IS decision-making processes,2003,12,3,,,"Boonstra, Albert",,https://dblp.org/rec/journals/ejis/Boonstra03,DBLP
000129,article,10.1057/PALGRAVE.EJIS.3000463,European Journal of Information Systems,Review - A computer called LEO,2003,12,3,,,"Coombs, Mary",,https://dblp.org/rec/journals/ejis/Coombs03,DBLP
000130,article,10.1057/PALGRAVE.EJIS.3000478,European Journal of Information Systems,The role of dynamic capabilities in e-business transformation,2003,12,4,,,"Daniel, Elizabeth M. and Wilson, Hugh",,https://dblp.org/rec/journals/ejis/DanielW03,DBLP
000131,article,10.1057/PALGRAVE.EJIS.3000435,European Journal of Information Systems,Review - Electronic Commerce - B2C Strategies and Models,2003,12,1,,,"Eliott, Steve",,https://dblp.org/rec/journals/ejis/Eliott03,DBLP
000132,article,10.1057/PALGRAVE.EJIS.3000481,European Journal of Information Systems,Special section on managing e-business transformation,2003,12,4,,,"Farhoomand, Ali and Wigand, Rolf T.",,https://dblp.org/rec/journals/ejis/FarhoomandW03,DBLP
000133,article,10.1057/PALGRAVE.EJIS.3000445,European Journal of Information Systems,Understanding online purchase intentions - contributions from technology and trust perspectives,2003,12,1,,,"van der Heijden, Hans and Verhagen, Tibert and Creemers, Marcel",,https://dblp.org/rec/journals/ejis/HeijdenVC03,DBLP
000134,article,10.1057/PALGRAVE.EJIS.3000455,European Journal of Information Systems,"Technology-driven and model-driven approaches to group decision support - focus, research philosophy, and key concepts",2003,12,2,,,"Morton, Alec and Ackermann, Fran and Belton, Valerie",,https://dblp.org/rec/journals/ejis/MortonAB03,DBLP
000135,article,10.1057/PALGRAVE.EJIS.3000451,European Journal of Information Systems,Theory with everything?,2003,12,1,,,"O'Keefe, Bob",,https://dblp.org/rec/journals/ejis/OKeefe03,DBLP
000136,article,10.1057/PALGRAVE.EJIS.3000450,European Journal of Information Systems,Consumer search in electronic markets - an experimental analysis of travel services,2003,12,1,,,"Öörni, Anssi",,https://dblp.org/rec/journals/ejis/Oorni03,DBLP
000137,article,10.1057/PALGRAVE.EJIS.3000452,European Journal of Information Systems,Review - Knowledge and Business Process Management,2003,12,2,,,"Pagano, Rosane",,https://dblp.org/rec/journals/ejis/Pagano03,DBLP
000138,article,10.1057/PALGRAVE.EJIS.3000479,European Journal of Information Systems,Managing e-transformation in the public sector - an e-government study of the Inland Revenue Authority of Singapore (IRAS),2003,12,4,,,"Tan, Chee-Wee and Pan, Shan Ling",,https://dblp.org/rec/journals/ejis/TanP03,DBLP
000139,article,10.1057/PALGRAVE.EJIS.3000448,European Journal of Information Systems,A contingency perspective on Internet adoption and competitive advantage,2003,12,2,,,"Teo, Thompson S. H. and Pian, Yujun",,https://dblp.org/rec/journals/ejis/TeoP03,DBLP
000140,article,10.1057/PALGRAVE.EJIS.3000477,European Journal of Information Systems,Review - E-business applications - technologies for tomorrow's solutions,2003,12,4,,,"Themistoceleous, Marinos",,https://dblp.org/rec/journals/ejis/Themistoceleous03,DBLP
000141,article,10.1057/PALGRAVE.EJIS.3000507,European Journal of Information Systems,"Special issue on ""interpretive"" approaches to information systems and computing",2004,13,3,,,"Bhattacharjee, Anjana and Paul, Ray J.",,https://dblp.org/rec/journals/ejis/BhattacharjeeP04,DBLP
000142,article,10.1057/PALGRAVE.EJIS.3000512,European Journal of Information Systems,User participation in decision support systems development - Influencing system outcomes,2004,13,4,,,"Lynch, Teresa and Gregor, Shirley",,https://dblp.org/rec/journals/ejis/LynchG04,DBLP
000143,article,10.1057/PALGRAVE.EJIS.3000467,European Journal of Information Systems,How organizations adopt information system process innovations - a longitudinal analysis,2004,13,1,,,"Mustonen-Ollila, Erja and Lyytinen, Kalle",,https://dblp.org/rec/journals/ejis/Mustonen-OllilaL04,DBLP
000144,article,10.1057/PALGRAVE.EJIS.3000510,European Journal of Information Systems,Regulation as a barrier to electronic commerce in Europe - the case of the European fund management industry,2004,13,4,,,"Fisher, Jeremy and Harindranath, G.",,https://dblp.org/rec/journals/ejis/FisherH04,DBLP
000145,article,10.1057/PALGRAVE.EJIS.3000486,European Journal of Information Systems,Action-oriented conceptual modelling,2004,13,1,,,"Ågerfalk, Pär J. and Eriksson, Owen",,https://dblp.org/rec/journals/ejis/AgerfalkE04,DBLP
000146,article,10.1057/PALGRAVE.EJIS.3000499,European Journal of Information Systems,Possibilities for cross-fertilization between interpretive approaches and other methods for analyzing information systems,2004,13,3,,,"Alter, Steven",,https://dblp.org/rec/journals/ejis/Alter04,DBLP
000147,article,10.1057/PALGRAVE.EJIS.3000480,European Journal of Information Systems,Potential of critical e-applications for engaging SMEs in e-business - a provider perspective,2004,13,1,,,"Brown, David H. and Lockett, Nigel J.",,https://dblp.org/rec/journals/ejis/BrownL04,DBLP
000148,article,10.1057/PALGRAVE.EJIS.3000511,European Journal of Information Systems,Strategic aspirations for net-enabled business,2004,13,4,,,"Hackbarth, Gary and Kettinger, William J.",,https://dblp.org/rec/journals/ejis/HackbarthK04,DBLP
000149,article,10.1057/PALGRAVE.EJIS.3000489,European Journal of Information Systems,Technological switchbacks - the transition to Western information systems in privatised firms of the former East Germany,2004,13,2,,,"Marble, Robert P.",,https://dblp.org/rec/journals/ejis/Marble04,DBLP
000150,article,10.1057/PALGRAVE.EJIS.3000495,European Journal of Information Systems,"Time, experience and change",2004,13,2,,,"Paul, Ray J.",,https://dblp.org/rec/journals/ejis/Paul04,DBLP
000151,article,10.1057/PALGRAVE.EJIS.3000506,European Journal of Information Systems,"Time, change and beliefs",2004,13,3,,,"Paul, Ray J.",,https://dblp.org/rec/journals/ejis/Paul04a,DBLP
000152,article,10.1057/PALGRAVE.EJIS.3000514,European Journal of Information Systems,"Time, change and EJIS",2004,13,4,,,"Paul, Ray J.",,https://dblp.org/rec/journals/ejis/Paul04b,DBLP
000153,article,10.1057/EJIS.2014.38,European Journal of Information Systems,Discovery paths - exploring emergence and IT evolutionary design in cross-border M&As. Analysing grupo Santander's acquisition of abbey (2004-2009),2015,24,2,,,"Busquets, Javier",,https://dblp.org/rec/journals/ejis/Busquets15,DBLP
000154,article,10.1057/EJIS.2015.3,European Journal of Information Systems,Discovery paths - exploring emergence and IT evolutionary design in cross-border M&As. Analysing Grupo Santander's acquisition of Abbey (2004-2009),2015,24,2,,,"Busquets, Javier",,https://dblp.org/rec/journals/ejis/Busquets15a,DBLP
000155,article,10.1057/PALGRAVE.EJIS.3000509,European Journal of Information Systems,"Decision support systems evolution - framework, case study and research agenda",2004,13,4,,,"Arnott, David",,https://dblp.org/rec/journals/ejis/Arnott04,DBLP
000156,article,10.1057/PALGRAVE.EJIS.3000490,European Journal of Information Systems,Organizational determinants of IT adoption in the pharmaceutical distribution sector,2004,13,2,,,"Cámara, Sebastián Bruque and Vargas-Sánchez, Alfonso and Hernández-Ortiz, M. Jesús",,https://dblp.org/rec/journals/ejis/CamaraVH04,DBLP
000157,article,10.1057/PALGRAVE.EJIS.3000504,European Journal of Information Systems,"Hermeneutics, information and representation",2004,13,3,,,"Chalmers, Matthew",,https://dblp.org/rec/journals/ejis/Chalmers04,DBLP
000158,article,10.1057/PALGRAVE.EJIS.3000494,European Journal of Information Systems,Broadband development in South Korea - institutional and cultural factors,2004,13,2,,,"Choudrie, Jyoti and Lee, Heejin",,https://dblp.org/rec/journals/ejis/ChoudrieL04,DBLP
000159,article,10.1057/PALGRAVE.EJIS.3000485,European Journal of Information Systems,Implications of space and time for distributed work - an interpretive study of US-Norwegian systems development teams,2004,13,1,,,"Sarker, Suprateek and Sahay, Sundeep",,https://dblp.org/rec/journals/ejis/SarkerS04,DBLP
000160,article,10.1057/PALGRAVE.EJIS.3000487,European Journal of Information Systems,Electronic trading and the process of globalization in traditional futures exchanges - a temporal perspective,2004,13,1,,,"Barrett, Michael I. and Scott, Susan V.",,https://dblp.org/rec/journals/ejis/BarrettS04,DBLP
000161,article,10.1057/PALGRAVE.EJIS.3000488,European Journal of Information Systems,An Editor's Values,2004,13,1,,,"Baskerville, Richard L.",,https://dblp.org/rec/journals/ejis/Baskerville04,DBLP
000162,article,10.1057/PALGRAVE.EJIS.3000508,European Journal of Information Systems,"""Interpretive"" mobility, IS and computing",2004,13,3,,,"Bhattacharjee, Anjana",,https://dblp.org/rec/journals/ejis/Bhattacharjee04,DBLP
000163,article,10.1057/PALGRAVE.EJIS.3000500,European Journal of Information Systems,Taking technomethodology seriously - hybrid change in the ethnomethodology-design relationship,2004,13,3,,,"Crabtree, Andy",,https://dblp.org/rec/journals/ejis/Crabtree04,DBLP
000164,article,10.1057/PALGRAVE.EJIS.3000503,European Journal of Information Systems,The ontological screening of contemporary life - a phenomenological analysis of screens,2004,13,3,,,"Introna, Lucas D. and Ilharco, Fernando M.",,https://dblp.org/rec/journals/ejis/IntronaI04,DBLP
000165,article,10.1057/PALGRAVE.EJIS.3000491,European Journal of Information Systems,A model of electronic commerce adoption by small voluntary organizations,2004,13,2,,,"MacKay, Nancy and Parent, Michael and Gemino, Andrew C.",,https://dblp.org/rec/journals/ejis/MacKayPG04,DBLP
000166,article,10.1057/PALGRAVE.EJIS.3000493,European Journal of Information Systems,Configuring peer-to-peer software - an empirical study of how users react to the regulatory features of software,2004,13,2,,,"Mlcakova, Adela and Whitley, Edgar A.",,https://dblp.org/rec/journals/ejis/MlcakovaW04,DBLP
000167,article,10.1057/PALGRAVE.EJIS.3000513,European Journal of Information Systems,A research framework for analysing eBusiness models,2004,13,4,,,"Pateli, Adamantia G. and Giaglis, George M.",,https://dblp.org/rec/journals/ejis/PateliG04,DBLP
000168,article,10.1057/PALGRAVE.EJIS.3000502,European Journal of Information Systems,"Ethnography, ethnomethodology and the problem of generalisation in design",2004,13,3,,,"Sharrock, Wes and Randall, Dave W.",,https://dblp.org/rec/journals/ejis/SharrockR04,DBLP
000169,article,10.1057/PALGRAVE.EJIS.3000484,European Journal of Information Systems,Computer-mediated knowledge sharing and individual user differences - an exploratory study,2004,13,1,,,"Taylor, W. Andrew",,https://dblp.org/rec/journals/ejis/Taylor04,DBLP
000170,article,10.1057/PALGRAVE.EJIS.3000501,European Journal of Information Systems,Can Thomas Kuhn's paradigms help us understand software engineering?,2004,13,3,,,"Wernick, Paul and Hall, Tracy",,https://dblp.org/rec/journals/ejis/WernickH04,DBLP
000171,article,10.1057/PALGRAVE.EJIS.3000518,European Journal of Information Systems,Contextual influences on technology use mediation - a comparative analysis of electronic medical record systems,2005,14,1,,,"Davidson, Elizabeth J. and Chiasson, Mike W.",,https://dblp.org/rec/journals/ejis/DavidsonC05,DBLP
000172,article,10.1057/PALGRAVE.EJIS.3000587,European Journal of Information Systems,The Labyrinths of Information - Challenging the Wisdom of Systems,2005,14,5,,,"Paul, Ray J.",,https://dblp.org/rec/journals/ejis/Paul05a,DBLP
000173,article,10.1057/PALGRAVE.EJIS.3000581,European Journal of Information Systems,Fake!,2005,14,5,,,"Boland Jr., Richard J.",,https://dblp.org/rec/journals/ejis/Boland05,DBLP
000174,article,10.1057/PALGRAVE.EJIS.3000519,European Journal of Information Systems,"The surface of emergence in systems development - agency, institutions, and large-scale information systems",2005,14,1,,,"Chae, Bongsug and Poole, Marshall Scott",,https://dblp.org/rec/journals/ejis/ChaeP05,DBLP
000175,article,10.1057/PALGRAVE.EJIS.3000524,European Journal of Information Systems,Information systems development as emergent socio-technical change - a practice approach,2005,14,1,,,"Luna-Reyes, Luis F. and Zhang, Jing and Gil-García, José Ramón and Cresswell, Anthony M.",,https://dblp.org/rec/journals/ejis/Luna-ReyesZGC05,DBLP
000176,article,10.1057/PALGRAVE.EJIS.3000542,European Journal of Information Systems,Editor's View - an opportunity for editors of IS journals to relate their experiences and offer advice. The Editorial View of Ray J. Paul. First in a series,2005,14,3,,,"Paul, Ray J.",,https://dblp.org/rec/journals/ejis/Paul05,DBLP
000177,article,10.1057/PALGRAVE.EJIS.3000548,European Journal of Information Systems,Information systems research in the Asia Pacific region,2005,14,4,,,"Chau, Patrick Y. K. and Huang, Lihua and Liang, Ting-Peng",,https://dblp.org/rec/journals/ejis/ChauHL05,DBLP
000178,article,10.1057/PALGRAVE.EJIS.3000556,European Journal of Information Systems,Eureka moments in the works of Claudio Ciborra,2005,14,5,,,"Fernandes, Kiran Jude",,https://dblp.org/rec/journals/ejis/Fernandes05,DBLP
000179,article,10.1057/PALGRAVE.EJIS.3000562,European Journal of Information Systems,The heresy and the sport of information systems,2005,14,5,,,"Giustiniano, Luca",,https://dblp.org/rec/journals/ejis/Giustiniano05,DBLP
000180,article,10.1057/PALGRAVE.EJIS.3000574,European Journal of Information Systems,Claudio Ciborra's way of being - authenticity and the world of information systems,2005,14,5,,,"Introna, Lucas D.",,https://dblp.org/rec/journals/ejis/Introna05,DBLP
000181,article,10.1057/PALGRAVE.EJIS.3000538,European Journal of Information Systems,Linking knowledge transformation to Information Systems evaluation,2005,14,3,,,"Irani, Zahir and Sharif, Amir M. and Love, Peter E. D.",,https://dblp.org/rec/journals/ejis/IraniSL05,DBLP
000182,article,10.1057/PALGRAVE.EJIS.3000520,European Journal of Information Systems,"Social ties, knowledge sharing and successful collaboration in globally distributed system development projects",2005,14,1,,,"Kotlarsky, Julia and Oshri, Ilan",,https://dblp.org/rec/journals/ejis/KotlarskyO05,DBLP
000183,article,10.1057/PALGRAVE.EJIS.3000523,European Journal of Information Systems,The ability of information systems development project teams to respond to business and technology changes - a study of flexibility measures,2005,14,1,,,"Lee, Gwanhoo and Xia, Weidong",,https://dblp.org/rec/journals/ejis/LeeX05,DBLP
000184,article,10.1057/PALGRAVE.EJIS.3000559,European Journal of Information Systems,Bricolage as a way of life - improvisation and irony in information systems,2005,14,5,,,"Verjans, Steven",,https://dblp.org/rec/journals/ejis/Verjans05,DBLP
000185,article,10.1057/PALGRAVE.EJIS.3000584,European Journal of Information Systems,Editorial,2005,14,5,,,"Cordella, Antonio and Whitley, Edgar A. and Kallinikos, Jannis",,https://dblp.org/rec/journals/ejis/CordellaWK05,DBLP
000186,article,10.1057/PALGRAVE.EJIS.3000579,European Journal of Information Systems,Bricolage in system design and trust in cooperation,2005,14,5,,,"D'Atri, Alessandro",,https://dblp.org/rec/journals/ejis/DAtri05,DBLP
000187,article,10.1057/PALGRAVE.EJIS.3000529,European Journal of Information Systems,The future of inter-organisational system linkages - findings of an international Delphi study,2005,14,2,,,"Daniel, Elizabeth M. and White, Andrew D.",,https://dblp.org/rec/journals/ejis/DanielW05,DBLP
000188,article,10.1057/PALGRAVE.EJIS.3000517,European Journal of Information Systems,From technical to socio-technical change - tackling the human and organizational aspects of systems development projects,2005,14,1,,,"Doherty, Neil F. and King, Malcolm",,https://dblp.org/rec/journals/ejis/DohertyK05,DBLP
