ID,ENTRYTYPE,file,doi,grobid-version,journal,title,volume,number,author,year,note
0000000738,article,data/pdfs/12_4/FarhoomandWigand2003.pdf,10.1057/PALGRAVE.EJIS.3000481,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Special section on managing e-business transformation,12,4,"Farhoomand, Ali and Wigand, Rolf",,
0000000739,article,data/pdfs/7_1/3000290a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Information technology diffusion: building positive barriers,7,1,"Baskerville, R. and Pries-Heje, J.",,
0000000740,article,data/pdfs/30_5/MikalefPatelivandeWetering2021.pdf,10.1080/0960085X.2020.1808541,lfoppiano/grobid:0.8.1,European Journal of Information Systems,IT architecture flexibility and IT governance decentralisation as drivers of IT-enabled dynamic capabilities and competitive performance: The moderating effect of the external environment,30,5,"Mikalef, Patrick and Pateli, Adamantia and Van De Wetering, Rogier and Rowe, Frantz and Bernroider, Edward",,
0000000741,article,data/pdfs/19_3/BerenteGalYoo2010a.pdf,10.1057/EJIS.2010.27,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Dressage, control, and enterprise systems: the case of NASA's Full Cost initiative",19,3,"Berente, Nicholas and Gal, Uri and Yoo, Youngjin and Denmark, Youngjin and Yoo",,Correction
0000000742,article,data/pdfs/9_2/Moynihan2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"'Requirements-Uncertainty': Is it best formulated as a latent, aggregate or profile construct?",9,2,"Moynihan, T.",,
0000000743,article,data/pdfs/5_2/Bensaou1996_Inter-Organization.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Inter-organizational relationships and information technology: a conceptual synthesis and a research framework,5,2,"Bensaou, M. and Venkatraman, N.",,
0000000744,article,data/pdfs/19_4/Somers2010.pdf,10.1057/EJIS.2010.26,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Using the theory of the professions to understand the IS identity crisis,19,4,"Somers, Mark John",2010,
0000000745,article,data/pdfs/1_3/Berkeley.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,3,,,Book review
0000000746,article,data/pdfs/14_1/ChaePoole2005a.pdf,10.1057/PALGRAVE.EJIS.3000519,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"The surface of emergence in systems development: agency, institutions, and large-scale information systems",14,1,"Chae, Bongsug and Poole, Marshall Scott",,
0000000747,article,data/pdfs/18_2/LeeLarsen2009.pdf,10.1057/EJIS.2009.11,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Threat or coping appraisal: determinants of SMB executives' decision to adopt anti-malware software,18,2,"Lee, Younghwa and Larsen, Kai R",2009,
0000000748,article,data/pdfs/27_2/Agerfalk2018a.pdf,10.1080/0960085X.2018.1458065,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Whither design science research?,27,2,"Ågerfalk, Pär J",,
0000000749,article,data/pdfs/10_1/DataHillsonHobbs2001.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Book review,10,1,"Data, Oracle8i and Hillson, S. and Hobbs, L.",,Book review
0000000750,article,data/pdfs/23_3/BhattacherjeePark2014.pdf,10.1057/EJIS.2013.1,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Why end-users move to the cloud: a migration-theoretic analysis,23,3,"Bhattacherjee, Anol and Park, Sang Cheol",2013,
0000000751,article,data/pdfs/18_4/MarupingZhangVenkatesh2009.pdf,10.1057/EJIS.2009.24,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Role of collective ownership and coding standards in coordinating expertise in software project teams,18,4,"Maruping, Likoebe M and Zhang, Xiaojun and Venkatesh, Viswanath",2009,
0000000752,article,data/pdfs/2_1/Book_review_1.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,2,1,,,Book review
0000000753,article,data/pdfs/5_2/Lockett1996_The Formation Of A.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The formation of a virtual global bank,5,2,"Lockett, A. G and Holland, C. P",,
0000000754,article,data/pdfs/5_1/Sena1996_Decision Support For .pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Decision support for the administrative man: a prototype DSS case,5,1,"Sena, J. A and Olson, D. H",,
0000000755,article,data/pdfs/19_1/Kreps2010.pdf,10.1057/EJIS.2009.46,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"My social networking profile: copy, resemblance, or simulacrum? A poststructuralist interpretation of social information systems",19,1,"Kreps, David",2009,
0000000756,article,data/pdfs/18_6/KapoorZhouPiramuthu2009.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Challenges associated with RFID tag implementations in supply chains,18,6,"Kapoor, Gaurav and Zhou, Wei and Piramuthu, Selwyn",2009,
0000000757,article,data/pdfs/23_4/LiLiuYangEtAl2014.pdf,10.1057/EJIS.2013.9,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Integrated clinical pathway management for medical quality improvementbased on a semiotically inspired systems architecture,23,4,"Li, Weizi and Liu, Kecheng and Yang, Hongqiao and Yu, Changrui",2013,
0000000758,article,data/pdfs/21_4/PouloudiPoulymenakouPramatari2012.pdf,10.1057/EJIS.2012.31,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A profile of information systems research in the Mediterranean region,21,4,"Pouloudi, Nancy and Poulymenakou, Angeliki and Pramatari, Katerina",,
0000000759,article,data/pdfs/31_1/FinTech ecosystem practices shaping financial inclusion the case of mobile money in Ghana.pdf,10.1080/0960085X.2021.1978342,lfoppiano/grobid:0.8.1,European Journal of Information Systems,FinTech ecosystem practices shaping financial inclusion: the case of mobile money in Ghana,31,1,"Senyo, P. K and Karanasios, Stan and Gozman, Daniel and Baba, Melissa and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",,
0000000760,article,data/pdfs/21_6/BenitezAmadoWalczuch2012.pdf,10.1057/EJIS.2012.14,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Information technology, the organizational capability of proactive corporate environmental strategy and firm performance: a resourcebased analysis",21,6,"Benitez-Amado, Jose and Walczuch, Rita M",2012,
0000000761,article,data/pdfs/18_1/GoodeGregor2009.pdf,10.1057/EJIS.2009.2,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Rethinking organisational size in IS research: meaning, measurement and redevelopment",18,1,"Goode, Sigi and Gregor, Shirley",,
0000000762,article,data/pdfs/1_5/Ehn_Playing In Reality A Model.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Playing in reality: a model case',1,5,"Ehn, P. and Molleryd, B. and Sjogren, D.",,
0000000763,article,data/pdfs/25_3/BattlesonWestKimEtAl2016.pdf,10.1057/EJIS.2015.12,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Achieving dynamic capabilities with cloud computing: an empirical investigation,25,3,"Battleson, Douglas A and West, Barry C and Kim, Jongwoo and Ramesh, Balasubramaniam and Robinson, Pamela S",2015,
0000000764,article,data/pdfs/1_4/Heemstra_Function Point Analys.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Function point analysis: evaluation of a software cost estimation model,1,4,"Heemstra, F. J and Kusters, R. J",,
0000000765,article,data/pdfs/21_1/HenselerFassottDijkstraEtAl2012.pdf,10.1057/EJIS.2011.36,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Analysing quadratic effects of formative constructs by means of variance-based structural equation modelling w,21,1,"¨rg Henseler, Jo and Fassott, Georg and Dijkstra, Theo K and Wilson, Bradley",2011,
0000000766,article,data/pdfs/26_6/KarwatzkiTrenzTuunainenEtAl2017.pdf,10.1057/S41303-017-0064-Z,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Adverse consequences of access to individuals' information: an analysis of perceptions and the scope of organisational influence,26,6,"Karwatzki, Sabrina and Trenz, Manuel and Tuunainen, Virpi Kristiina and Veit, Daniel and Lowry, Paul Benjamin and Dinev, Tamara and Willison, Robert and Al",2017,
0000000767,article,data/pdfs/17_3/GalLyytinenYoo2008.pdf,10.1057/EJIS.2008.13,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,17,3,"Gal, Uri and Lyytinen, Kalle and Yoo, Youngjin",2008,
0000000768,article,data/pdfs/26_6/TeeniSeidelBrocke2017.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Stimulating dialog between information systems research and practice,26,6,"Te'eni, Dov and Seidel, Stefan and Vom Brocke, Jan",,
0000000769,article,data/pdfs/15_2/HolmqvistPessi2006.pdf,10.1057/PALGRAVE.EJIS.3000602,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Agility through scenario development and continuous implementation: a global aftermarket logistics case,15,2,"Holmqvist, Magnus and Pessi, Kalevi",,
0000000770,article,data/pdfs/7_1/Allaert1998_Some Systems Impli.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Some systems implications of EU Data Protection Directive,7,1,"Allaert, F-A and Barber, B.",,
0000000771,article,data/pdfs/1_3/UnknownUNKNOWNan.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,,1,3,,,
0000000772,article,data/pdfs/22_5/KimShinLee2013.pdf,10.1057/EJIS.2012.41,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The mediating role of psychological contract breach in IS outsourcing: inter-firm governance perspective,22,5,"Kim, Hyung Jin and Shin, Bongsik and Lee, Hogeun",2012,
0000000773,article,data/pdfs/14_5/Giustiniano2005.pdf,10.1057/PALGRAVE.EJIS.3000562,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The heresy and the sport of information systems,14,5,"Giustiniano, Luca",,
0000000774,article,data/pdfs/19_2/LeePanteli2010.pdf,10.1057/EJIS.2010.4,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Business strategic conflict in computer-mediated communication,19,2,"Lee, Joyce Y H and Panteli, Niki",2010,
0000000775,article,data/pdfs/6_3/3000264a.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,How evolution of information systems may fail: many improvements adding up to negative effects,6,3,"Kaasbøll, J. J",,
0000000776,article,data/pdfs/15_2/HovorkaLarsen2006.pdf,10.1057/PALGRAVE.EJIS.3000606,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Enabling agile adoption practices through network organizations,15,2,"Hovorka, Dirk S and Larsen, Kai R",,
0000000777,article,data/pdfs/19_3/AllenWu2010.pdf,10.1057/EJIS.2010.6,lfoppiano/grobid:0.8.1,European Journal of Information Systems,How well do shopbots represent online markets? A study of shopbots' vendor coverage strategy,19,3,"Allen, Gove and Wu, Jianan",2010,
0000000778,article,data/pdfs/22_1/BirksFernandezLevinaEtAl2013.pdf,10.1057/EJIS.2012.48,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Grounded theory method in information systems research: its nature, diversity and opportunities",22,1,"Birks, David F and Fernandez, Walter and Levina, Natalia and Nasirin, Syed",,
0000000779,article,data/pdfs/7_3/Auer1998_Quality Of Is Use.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Quality of IS use,7,3,"Auer, T.",,
0000000780,article,data/pdfs/18_1/Baskerville2009a.pdf,10.1057/EJIS.2009.3,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The EJIS editorial organisation and submissions,18,1,"Baskerville, Richard",,
0000000781,article,data/pdfs/15_5/Weick2006.pdf,10.1057/PALGRAVE.EJIS.3000634,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The role of imagination in the organizing of knowledge,15,5,"Weick, Karl E",,
0000000782,article,data/pdfs/16_6/ColeAvison2007.pdf,10.1057/PALGRAVE.EJIS.3000725,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The potential of hermeneutics in information systems research,16,6,"Cole, Melissa and Avison, David",,
0000000783,article,data/pdfs/14_4/ParkLeeYoo2005.pdf,10.1057/PALGRAVE.EJIS.3000544,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A framework for designing the balanced supply chain scorecard,14,4,"Park, Jong Han and Lee, Jae Kyu and Yoo, Jung Soo",,
0000000784,article,data/pdfs/14_2/DanielWhite2005.pdf,10.1057/PALGRAVE.EJIS.3000529,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The future of inter-organisational system linkages: findings of an international Delphi study,14,2,"Daniel, Elizabeth M and White, Andrew",,
0000000785,article,data/pdfs/29_1/Agerfalk2020.pdf,10.1080/0960085X.2020.1721947,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Artificial intelligence as digital agency,29,1,,,
0000000786,article,data/pdfs/9_1/TorvinenJalonen2000.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Stimulating power games as a part of systems development,9,1,"Torvinen, V. and Jalonen, K.",,
0000000787,article,data/pdfs/15_1/GottschalkHollocks2006.pdf,10.1057/PALGRAVE.EJIS.3000536,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Strategic Knowledge Management Technology,15,1,"Gottschalk, Petter and Hollocks, Brian",,Book review
0000000788,article,data/pdfs/15_6/Scheepers2006.pdf,10.1057/PALGRAVE.EJIS.3000646,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A conceptual framework for the implementation of enterprise information portals in large organizations,15,6,"Scheepers, Rens",,
0000000789,article,data/pdfs/21_4/AzadKing2012.pdf,10.1057/EJIS.2011.48,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Institutionalized computer workaround practices in a Mediterranean country: an examination of two organizations,21,4,"Azad, Bijan and King, Nelson",2011,
0000000790,article,data/pdfs/16_4/ShahBraganzaMorabito2007.pdf,10.1057/PALGRAVE.EJIS.3000693,lfoppiano/grobid:0.8.1,European Journal of Information Systems,A survey of critical success factors in e-Banking: an organisational perspective,16,4,"Hussain, Mahmood and Braganza, Ashley and Morabito, Vincenzo",,
0000000791,article,data/pdfs/21_2/ConboyFitzgeraldMathiassen2012.pdf,10.1057/EJIS.2011.57,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Qualitative methods research in information systems: motivations, themes, and contributions",21,2,"Conboy, Kieran and Fitzgerald, Guy and Mathiassen, Lars",2012,
0000000792,article,data/pdfs/16_1/GalliersWhitleyPaul2007.pdf,10.1057/PALGRAVE.EJIS.3000669,lfoppiano/grobid:0.8.1,European Journal of Information Systems,The European Information Systems Academy,16,1,"Galliers, Robert D and Whitley, Edgar A and Paul, Ray J",,Book review
0000000793,article,data/pdfs/8_2/Book_review_3.pdf,,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"Management, Information and Power: A Narrative of the Involved Manager",8,2,"Introna, Lucas D",,Book review
0000000794,article,data/pdfs/22_2/Bernroider2013.pdf,10.1057/EJIS.2012.51,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Effective ERP adoption processes: the role of project activators and resource investments,22,2,"Bernroider, Edward W N",2012,
0000000795,article,data/pdfs/27_5/PolitesSerranoThatcherEtAl2018.pdf,10.1080/0960085X.2018.1457194,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Understanding social networking site (SNS) identity from a dual systems perspective: an investigation of the dark side of SNS use,27,5,"Polites, Greta L and Serrano, Christina and Thatcher, Jason Bennett and Matthews, Kevin",,
0000000796,article,data/pdfs/25_5/Turel2016.pdf,10.1057/S41303-016-0002-5,lfoppiano/grobid:0.8.1,European Journal of Information Systems,Untangling the complex role of guilt in rational decisions to discontinue the use of a hedonic Information System,25,5,"Turel, Ofir",2016,
0000000797,article,data/pdfs/31_1/How do technologists do ICT for development A contextualised perspective on ICT4D in South Africa.pdf,10.1080/0960085X.2021.1978343,lfoppiano/grobid:0.8.1,European Journal of Information Systems,"How do technologists do ""ICT for development""? A contextualised perspective on ICT4D in South Africa",31,1,"Abubakre, Mumin and Mkansi, Marcia and Brown, Irwin and Osei-Bryson, Kweku-Muata and Meso, Peter",,
